,content,style,softmax,AE_L1,iters,w_c,rejected
282,cbis_ddsm_2939.jpg,breast_scan_china_1616.jpeg,0.628,0.5324533,250,10,True
283,cbis_ddsm_2939.jpg,breast_scan_china_1616.jpeg,0.628,0.5092871,250,25,True
284,cbis_ddsm_2939.jpg,breast_scan_china_1616.jpeg,0.68,0.49910277,250,50,True
285,cbis_ddsm_2329.jpg,breast_scan_china_1618.jpeg,0.488,0.48292243,250,1,True
286,cbis_ddsm_2329.jpg,breast_scan_china_1618.jpeg,0.683,0.45173687,350,1,True
287,cbis_ddsm_2329.jpg,breast_scan_china_1618.jpeg,0.367,0.45621312,250,5,True
288,cbis_ddsm_2329.jpg,breast_scan_china_1618.jpeg,0.367,0.59024,250,10,True
289,cbis_ddsm_2329.jpg,breast_scan_china_1618.jpeg,0.311,0.4376535,250,25,True
290,cbis_ddsm_2329.jpg,breast_scan_china_1618.jpeg,0.335,0.46205,250,50,True
291,breast_scan_china_1067.jpeg,breast_scan_china_3401.jpeg,0.436,0.48595512,250,1,True
292,breast_scan_china_1067.jpeg,breast_scan_china_3401.jpeg,0.334,0.4822506,350,1,True
293,breast_scan_china_1067.jpeg,breast_scan_china_3401.jpeg,0.599,0.44949827,250,5,True
294,breast_scan_china_1067.jpeg,breast_scan_china_3401.jpeg,0.387,0.48129135,250,10,True
295,breast_scan_china_1067.jpeg,breast_scan_china_3401.jpeg,0.389,0.48108736,250,25,True
296,breast_scan_china_1067.jpeg,breast_scan_china_3401.jpeg,0.399,0.4793723,250,50,True
297,breast_scan_china_66.jpeg,breast_scan_china_1714.jpeg,0.399,0.5041644,250,1,True
298,breast_scan_china_66.jpeg,breast_scan_china_1714.jpeg,0.638,0.3148138,350,1,True
299,breast_scan_china_66.jpeg,breast_scan_china_1714.jpeg,0.537,0.4549855,250,5,True
300,breast_scan_china_66.jpeg,breast_scan_china_1714.jpeg,0.537,0.50033444,250,10,True
301,breast_scan_china_66.jpeg,breast_scan_china_1714.jpeg,0.537,0.50031406,250,25,True
302,breast_scan_china_66.jpeg,breast_scan_china_1714.jpeg,0.371,0.49784145,250,50,True
303,breast_scan_china_359.jpeg,breast_scan_china_239.jpeg,0.703,0.45055774,250,1,False
304,cbis_ddsm_743.jpg,breast_scan_china_3153.jpeg,0.661,0.45099875,250,1,True
305,cbis_ddsm_743.jpg,breast_scan_china_3153.jpeg,0.652,0.4529962,350,1,True
306,cbis_ddsm_743.jpg,breast_scan_china_3153.jpeg,0.668,0.44028375,250,5,True
307,cbis_ddsm_743.jpg,breast_scan_china_3153.jpeg,0.68,0.4380518,250,10,True
308,cbis_ddsm_743.jpg,breast_scan_china_3153.jpeg,0.683,0.43568856,250,25,True
309,cbis_ddsm_743.jpg,breast_scan_china_3153.jpeg,0.685,0.4790819,250,50,True
310,cbis_ddsm_2710.jpg,cbis_ddsm_655.jpg,0.644,0.43575785,250,1,True
311,cbis_ddsm_2710.jpg,cbis_ddsm_655.jpg,0.634,0.4346067,350,1,True
312,cbis_ddsm_2710.jpg,cbis_ddsm_655.jpg,0.607,0.4343211,250,5,True
313,cbis_ddsm_2710.jpg,cbis_ddsm_655.jpg,0.597,0.43329906,250,10,True
314,cbis_ddsm_2710.jpg,cbis_ddsm_655.jpg,0.595,0.4199692,250,25,True
315,cbis_ddsm_2710.jpg,cbis_ddsm_655.jpg,0.671,0.45495522,250,50,True
316,cbis_ddsm_1385.jpg,cbis_ddsm_655.jpg,0.671,0.53001153,250,1,True
317,cbis_ddsm_1385.jpg,cbis_ddsm_655.jpg,0.72,0.46794525,350,1,False
318,cbis_ddsm_2010.jpg,cbis_ddsm_2890.jpg,0.656,0.46752906,250,1,True
319,cbis_ddsm_2010.jpg,cbis_ddsm_2890.jpg,0.652,0.4623155,350,1,True
320,cbis_ddsm_2010.jpg,cbis_ddsm_2890.jpg,0.673,0.46884942,250,5,True
321,cbis_ddsm_2010.jpg,cbis_ddsm_2890.jpg,0.681,0.47003773,250,10,True
322,cbis_ddsm_2010.jpg,cbis_ddsm_2890.jpg,0.672,0.4659086,250,25,True
323,cbis_ddsm_2010.jpg,cbis_ddsm_2890.jpg,0.676,0.46496987,250,50,True
324,breast_scan_china_3464.jpeg,cbis_ddsm_2772.jpg,0.467,0.4442391,250,1,True
325,breast_scan_china_3464.jpeg,cbis_ddsm_2772.jpg,0.497,0.43413916,350,1,True
326,breast_scan_china_3464.jpeg,cbis_ddsm_2772.jpg,0.522,0.43610877,250,5,True
327,breast_scan_china_3464.jpeg,cbis_ddsm_2772.jpg,0.534,0.44237104,250,10,True
328,breast_scan_china_3464.jpeg,cbis_ddsm_2772.jpg,0.536,0.4398272,250,25,True
329,breast_scan_china_3464.jpeg,cbis_ddsm_2772.jpg,0.559,0.4435466,250,50,True
330,cbis_ddsm_789.jpg,breast_scan_china_3621.jpeg,0.699,0.47904515,250,1,True
331,cbis_ddsm_789.jpg,breast_scan_china_3621.jpeg,0.699,0.6396357,350,1,True
332,cbis_ddsm_789.jpg,breast_scan_china_3621.jpeg,0.743,0.45840147,250,5,False
333,breast_scan_china_1082.jpeg,cbis_ddsm_1614.jpg,0.654,0.40566894,250,1,True
334,breast_scan_china_1082.jpeg,cbis_ddsm_1614.jpg,0.625,0.425819,350,1,True
335,breast_scan_china_1082.jpeg,cbis_ddsm_1614.jpg,0.688,0.40904623,250,5,True
336,breast_scan_china_1082.jpeg,cbis_ddsm_1614.jpg,0.577,0.41091812,250,10,True
337,breast_scan_china_1082.jpeg,cbis_ddsm_1614.jpg,0.545,0.40061545,250,25,True
338,breast_scan_china_1082.jpeg,cbis_ddsm_1614.jpg,0.459,0.39943135,250,50,True
339,cbis_ddsm_1544.jpg,breast_scan_china_2504.jpeg,0.37,0.45362726,250,1,True
340,cbis_ddsm_1544.jpg,breast_scan_china_2504.jpeg,0.37,0.56219053,350,1,True
341,cbis_ddsm_1544.jpg,breast_scan_china_2504.jpeg,0.572,0.45507017,250,5,True
342,cbis_ddsm_1544.jpg,breast_scan_china_2504.jpeg,0.68,0.47521952,250,10,True
343,cbis_ddsm_1544.jpg,breast_scan_china_2504.jpeg,0.624,0.4556602,250,25,True
344,cbis_ddsm_1544.jpg,breast_scan_china_2504.jpeg,0.854,0.48495668,250,50,False
345,cbis_ddsm_3.jpg,cbis_ddsm_1077.jpg,0.687,0.49897924,250,1,True
346,cbis_ddsm_3.jpg,cbis_ddsm_1077.jpg,0.852,0.44714177,350,1,False
347,breast_scan_china_53.jpeg,cbis_ddsm_655.jpg,0.561,0.46540433,250,1,True
348,breast_scan_china_53.jpeg,cbis_ddsm_655.jpg,0.569,0.46448714,350,1,True
349,breast_scan_china_53.jpeg,cbis_ddsm_655.jpg,0.56,0.45178947,250,5,True
350,breast_scan_china_53.jpeg,cbis_ddsm_655.jpg,0.513,0.44651747,250,10,True
351,breast_scan_china_53.jpeg,cbis_ddsm_655.jpg,0.426,0.45400065,250,25,True
352,breast_scan_china_53.jpeg,cbis_ddsm_655.jpg,0.421,0.46795458,250,50,True
353,cbis_ddsm_1385.jpg,breast_scan_china_2573.jpeg,0.421,0.55685896,250,1,True
354,cbis_ddsm_1385.jpg,breast_scan_china_2573.jpeg,0.421,0.5552031,350,1,True
355,cbis_ddsm_1385.jpg,breast_scan_china_2573.jpeg,0.421,0.5524376,250,5,True
356,cbis_ddsm_1385.jpg,breast_scan_china_2573.jpeg,0.421,0.56223744,250,10,True
357,cbis_ddsm_1385.jpg,breast_scan_china_2573.jpeg,0.421,0.5431768,250,25,True
358,cbis_ddsm_1385.jpg,breast_scan_china_2573.jpeg,0.421,0.5544996,250,50,True
359,breast_scan_china_457.jpeg,breast_scan_china_3619.jpeg,0.758,0.40318412,250,1,False
360,cbis_ddsm_2146.jpg,breast_scan_china_3545.jpeg,0.675,0.49814644,250,1,True
361,cbis_ddsm_2146.jpg,breast_scan_china_3545.jpeg,0.678,0.44713554,350,1,True
362,cbis_ddsm_2146.jpg,breast_scan_china_3545.jpeg,0.678,0.5006506,250,5,True
363,cbis_ddsm_2146.jpg,breast_scan_china_3545.jpeg,0.678,0.5014255,250,10,True
364,cbis_ddsm_2146.jpg,breast_scan_china_3545.jpeg,0.354,0.4759779,250,25,True
365,cbis_ddsm_2146.jpg,breast_scan_china_3545.jpeg,0.354,0.5054073,250,50,True
366,cbis_ddsm_3241.jpg,cbis_ddsm_233.jpg,0.628,0.48975277,250,1,True
367,cbis_ddsm_3241.jpg,cbis_ddsm_233.jpg,0.627,0.49497065,350,1,True
368,cbis_ddsm_3241.jpg,cbis_ddsm_233.jpg,0.598,0.48983154,250,5,True
369,cbis_ddsm_3241.jpg,cbis_ddsm_233.jpg,0.611,0.46925044,250,10,True
370,cbis_ddsm_3241.jpg,cbis_ddsm_233.jpg,0.602,0.48221225,250,25,True
371,cbis_ddsm_3241.jpg,cbis_ddsm_233.jpg,0.592,0.47684115,250,50,True
372,cbis_ddsm_2744.jpg,breast_scan_china_2574.jpeg,0.501,0.39226547,250,1,True
373,cbis_ddsm_2744.jpg,breast_scan_china_2574.jpeg,0.631,0.41951114,350,1,True
374,cbis_ddsm_2744.jpg,breast_scan_china_2574.jpeg,0.631,0.5143979,250,5,True
375,cbis_ddsm_2744.jpg,breast_scan_china_2574.jpeg,0.541,0.4718514,250,10,True
376,cbis_ddsm_2744.jpg,breast_scan_china_2574.jpeg,0.545,0.47308034,250,25,True
377,cbis_ddsm_2744.jpg,breast_scan_china_2574.jpeg,0.564,0.4849739,250,50,True
378,breast_scan_china_896.jpeg,breast_scan_china_3662.jpeg,0.458,0.42276856,250,1,True
379,breast_scan_china_896.jpeg,breast_scan_china_3662.jpeg,0.459,0.42024004,350,1,True
380,breast_scan_china_896.jpeg,breast_scan_china_3662.jpeg,0.445,0.42141786,250,5,True
381,breast_scan_china_896.jpeg,breast_scan_china_3662.jpeg,0.436,0.42185637,250,10,True
382,breast_scan_china_896.jpeg,breast_scan_china_3662.jpeg,0.418,0.42879272,250,25,True
383,breast_scan_china_896.jpeg,breast_scan_china_3662.jpeg,0.411,0.4289696,250,50,True
384,cbis_ddsm_2786.jpg,breast_scan_china_2723.jpeg,0.577,0.4741783,250,1,True
385,cbis_ddsm_2786.jpg,breast_scan_china_2723.jpeg,0.577,0.51498455,350,1,True
386,cbis_ddsm_2786.jpg,breast_scan_china_2723.jpeg,0.524,0.48881397,250,5,True
387,cbis_ddsm_2786.jpg,breast_scan_china_2723.jpeg,0.515,0.48416826,250,10,True
388,cbis_ddsm_2786.jpg,breast_scan_china_2723.jpeg,0.529,0.48187232,250,25,True
389,cbis_ddsm_2786.jpg,breast_scan_china_2723.jpeg,0.529,0.6287816,250,50,True
390,cbis_ddsm_453.jpg,breast_scan_china_2717.jpeg,0.435,0.42018184,250,1,True
391,cbis_ddsm_453.jpg,breast_scan_china_2717.jpeg,0.436,0.41528693,350,1,True
392,cbis_ddsm_453.jpg,breast_scan_china_2717.jpeg,0.435,0.41359493,250,5,True
393,cbis_ddsm_453.jpg,breast_scan_china_2717.jpeg,0.416,0.41978657,250,10,True
394,cbis_ddsm_453.jpg,breast_scan_china_2717.jpeg,0.495,0.42247215,250,25,True
395,cbis_ddsm_453.jpg,breast_scan_china_2717.jpeg,0.484,0.42215198,250,50,True
396,cbis_ddsm_399.jpg,breast_scan_china_2118.jpeg,0.772,0.4662213,250,1,False
397,cbis_ddsm_323.jpg,breast_scan_china_2781.jpeg,0.597,0.48745668,250,1,True
398,cbis_ddsm_323.jpg,breast_scan_china_2781.jpeg,0.556,0.48379192,350,1,True
399,cbis_ddsm_323.jpg,breast_scan_china_2781.jpeg,0.412,0.47107482,250,5,True
400,cbis_ddsm_323.jpg,breast_scan_china_2781.jpeg,0.528,0.48076606,250,10,True
401,cbis_ddsm_323.jpg,breast_scan_china_2781.jpeg,0.528,0.50034165,250,25,True
402,cbis_ddsm_323.jpg,breast_scan_china_2781.jpeg,0.582,0.48215306,250,50,True
403,cbis_ddsm_333.jpg,breast_scan_china_3167.jpeg,0.581,0.49956176,250,1,True
404,cbis_ddsm_333.jpg,breast_scan_china_3167.jpeg,0.586,0.48639426,350,1,True
405,cbis_ddsm_333.jpg,breast_scan_china_3167.jpeg,0.486,0.49210638,250,5,True
406,cbis_ddsm_333.jpg,breast_scan_china_3167.jpeg,0.611,0.454205,250,10,True
407,cbis_ddsm_333.jpg,breast_scan_china_3167.jpeg,0.714,0.45426637,250,25,False
408,cbis_ddsm_263.jpg,breast_scan_china_2270.jpeg,0.714,0.5564822,250,1,True
409,cbis_ddsm_263.jpg,breast_scan_china_2270.jpeg,0.714,0.5633349,350,1,True
410,cbis_ddsm_263.jpg,breast_scan_china_2270.jpeg,0.599,0.44712463,250,5,True
411,cbis_ddsm_263.jpg,breast_scan_china_2270.jpeg,0.599,0.5228239,250,10,True
412,cbis_ddsm_263.jpg,breast_scan_china_2270.jpeg,0.5,0.44507834,250,25,True
413,cbis_ddsm_263.jpg,breast_scan_china_2270.jpeg,0.527,0.4432105,250,50,True
414,breast_scan_china_1224.jpeg,breast_scan_china_2855.jpeg,0.426,0.47796714,250,1,True
415,breast_scan_china_1224.jpeg,breast_scan_china_2855.jpeg,0.407,0.39187613,350,1,True
416,breast_scan_china_1224.jpeg,breast_scan_china_2855.jpeg,0.43,0.40388057,250,5,True
417,breast_scan_china_1224.jpeg,breast_scan_china_2855.jpeg,0.895,0.3971,250,10,False
418,cbis_ddsm_263.jpg,cbis_ddsm_2772.jpg,0.558,0.4637909,250,1,True
419,cbis_ddsm_263.jpg,cbis_ddsm_2772.jpg,0.551,0.4452523,350,1,True
420,cbis_ddsm_263.jpg,cbis_ddsm_2772.jpg,0.567,0.452164,250,5,True
421,cbis_ddsm_263.jpg,cbis_ddsm_2772.jpg,0.604,0.44654253,250,10,True
422,cbis_ddsm_263.jpg,cbis_ddsm_2772.jpg,0.617,0.43977144,250,25,True
423,cbis_ddsm_263.jpg,cbis_ddsm_2772.jpg,0.624,0.4394162,250,50,True
424,cbis_ddsm_1165.jpg,breast_scan_china_2871.jpeg,0.469,0.46973395,250,1,True
425,cbis_ddsm_1165.jpg,breast_scan_china_2871.jpeg,0.387,0.38173008,350,1,True
426,cbis_ddsm_1165.jpg,breast_scan_china_2871.jpeg,0.643,0.38305476,250,5,True
427,cbis_ddsm_1165.jpg,breast_scan_china_2871.jpeg,0.595,0.4735796,250,10,True
428,cbis_ddsm_1165.jpg,breast_scan_china_2871.jpeg,0.599,0.47754973,250,25,True
429,cbis_ddsm_1165.jpg,breast_scan_china_2871.jpeg,0.553,0.49630934,250,50,True
430,cbis_ddsm_750.jpg,breast_scan_china_2753.jpeg,0.525,0.47755244,250,1,True
431,cbis_ddsm_750.jpg,breast_scan_china_2753.jpeg,0.525,0.5318044,350,1,True
432,cbis_ddsm_750.jpg,breast_scan_china_2753.jpeg,0.413,0.4760804,250,5,True
433,cbis_ddsm_750.jpg,breast_scan_china_2753.jpeg,0.49,0.47908634,250,10,True
434,cbis_ddsm_750.jpg,breast_scan_china_2753.jpeg,0.642,0.49141964,250,25,True
435,cbis_ddsm_750.jpg,breast_scan_china_2753.jpeg,0.66,0.4927762,250,50,True
436,cbis_ddsm_323.jpg,breast_scan_china_2330.jpeg,0.634,0.4865887,250,1,True
437,cbis_ddsm_323.jpg,breast_scan_china_2330.jpeg,0.709,0.4717291,350,1,False
438,breast_scan_china_1224.jpeg,breast_scan_china_666.jpeg,0.417,0.49434286,250,1,True
439,breast_scan_china_1224.jpeg,breast_scan_china_666.jpeg,0.426,0.49586302,350,1,True
440,breast_scan_china_1224.jpeg,breast_scan_china_666.jpeg,0.414,0.49462733,250,5,True
441,breast_scan_china_1224.jpeg,breast_scan_china_666.jpeg,0.406,0.49401933,250,10,True
442,breast_scan_china_1224.jpeg,breast_scan_china_666.jpeg,0.409,0.4921038,250,25,True
443,breast_scan_china_1224.jpeg,breast_scan_china_666.jpeg,0.407,0.49149197,250,50,True
444,breast_scan_china_36.jpeg,breast_scan_china_3195.jpeg,0.45,0.44203153,250,1,True
445,breast_scan_china_36.jpeg,breast_scan_china_3195.jpeg,0.458,0.44009927,350,1,True
446,breast_scan_china_36.jpeg,breast_scan_china_3195.jpeg,0.453,0.4394404,250,5,True
447,breast_scan_china_36.jpeg,breast_scan_china_3195.jpeg,0.452,0.43903166,250,10,True
448,breast_scan_china_36.jpeg,breast_scan_china_3195.jpeg,0.457,0.4386764,250,25,True
449,breast_scan_china_36.jpeg,breast_scan_china_3195.jpeg,0.462,0.43928793,250,50,True
450,breast_scan_china_1183.jpeg,breast_scan_china_286.jpeg,0.486,0.43472123,250,1,True
451,breast_scan_china_1183.jpeg,breast_scan_china_286.jpeg,0.498,0.4318722,350,1,True
452,breast_scan_china_1183.jpeg,breast_scan_china_286.jpeg,0.431,0.4189012,250,5,True
453,breast_scan_china_1183.jpeg,breast_scan_china_286.jpeg,0.436,0.41415805,250,10,True
454,breast_scan_china_1183.jpeg,breast_scan_china_286.jpeg,0.417,0.43054193,250,25,True
455,breast_scan_china_1183.jpeg,breast_scan_china_286.jpeg,0.409,0.44173524,250,50,True
456,breast_scan_china_1201.jpeg,cbis_ddsm_2890.jpg,0.443,0.48530555,250,1,True
457,breast_scan_china_1201.jpeg,cbis_ddsm_2890.jpg,0.502,0.47681013,350,1,True
458,breast_scan_china_1201.jpeg,cbis_ddsm_2890.jpg,0.41,0.48231304,250,5,True
459,breast_scan_china_1201.jpeg,cbis_ddsm_2890.jpg,0.391,0.48476073,250,10,True
460,breast_scan_china_1201.jpeg,cbis_ddsm_2890.jpg,0.381,0.49000043,250,25,True
461,breast_scan_china_1201.jpeg,cbis_ddsm_2890.jpg,0.356,0.4895194,250,50,True
462,cbis_ddsm_323.jpg,cbis_ddsm_3273.jpg,0.356,0.6298141,250,1,True
463,cbis_ddsm_323.jpg,cbis_ddsm_3273.jpg,0.778,0.47922114,350,1,False
464,cbis_ddsm_728.jpg,breast_scan_china_2366.jpeg,0.632,0.37042597,250,1,True
465,cbis_ddsm_728.jpg,breast_scan_china_2366.jpeg,0.632,0.6110827,350,1,True
466,cbis_ddsm_728.jpg,breast_scan_china_2366.jpeg,0.663,0.48002464,250,5,True
467,cbis_ddsm_728.jpg,breast_scan_china_2366.jpeg,0.663,0.55649287,250,10,True
468,cbis_ddsm_728.jpg,breast_scan_china_2366.jpeg,0.663,0.50194126,250,25,True
469,cbis_ddsm_728.jpg,breast_scan_china_2366.jpeg,0.663,0.5291402,250,50,True
470,cbis_ddsm_730.jpg,breast_scan_china_1830.jpeg,0.663,0.535584,250,1,True
471,cbis_ddsm_730.jpg,breast_scan_china_1830.jpeg,0.597,0.4284576,350,1,True
472,cbis_ddsm_730.jpg,breast_scan_china_1830.jpeg,0.715,0.44468385,250,5,False
473,cbis_ddsm_880.jpg,breast_scan_china_1777.jpeg,0.664,0.47014382,250,1,True
474,cbis_ddsm_880.jpg,breast_scan_china_1777.jpeg,0.664,0.6104651,350,1,True
475,cbis_ddsm_880.jpg,breast_scan_china_1777.jpeg,0.331,0.4688989,250,5,True
476,cbis_ddsm_880.jpg,breast_scan_china_1777.jpeg,0.316,0.463182,250,10,True
477,cbis_ddsm_880.jpg,breast_scan_china_1777.jpeg,0.567,0.4769726,250,25,True
478,cbis_ddsm_880.jpg,breast_scan_china_1777.jpeg,0.553,0.40738577,250,50,True
479,cbis_ddsm_2047.jpg,breast_scan_china_719.jpeg,0.548,0.4420883,250,1,True
480,cbis_ddsm_2047.jpg,breast_scan_china_719.jpeg,0.528,0.44743767,350,1,True
481,cbis_ddsm_2047.jpg,breast_scan_china_719.jpeg,0.489,0.44064987,250,5,True
482,cbis_ddsm_2047.jpg,breast_scan_china_719.jpeg,0.516,0.43859038,250,10,True
483,cbis_ddsm_2047.jpg,breast_scan_china_719.jpeg,0.541,0.43330187,250,25,True
484,cbis_ddsm_2047.jpg,breast_scan_china_719.jpeg,0.574,0.44399643,250,50,True
485,cbis_ddsm_481.jpg,breast_scan_china_1727.jpeg,0.574,0.5134169,250,1,True
486,cbis_ddsm_481.jpg,breast_scan_china_1727.jpeg,0.854,0.49870735,350,1,False
487,breast_scan_china_441.jpeg,cbis_ddsm_884.jpg,0.62,0.46312547,250,1,True
488,breast_scan_china_441.jpeg,cbis_ddsm_884.jpg,0.615,0.47427627,350,1,True
489,breast_scan_china_441.jpeg,cbis_ddsm_884.jpg,0.588,0.46122736,250,5,True
490,breast_scan_china_441.jpeg,cbis_ddsm_884.jpg,0.498,0.47145337,250,10,True
491,breast_scan_china_441.jpeg,cbis_ddsm_884.jpg,0.427,0.46668592,250,25,True
492,breast_scan_china_441.jpeg,cbis_ddsm_884.jpg,0.395,0.46276605,250,50,True
493,breast_scan_china_289.jpeg,breast_scan_china_3565.jpeg,0.395,0.52752346,250,1,True
494,breast_scan_china_289.jpeg,breast_scan_china_3565.jpeg,0.395,0.53088135,350,1,True
495,breast_scan_china_289.jpeg,breast_scan_china_3565.jpeg,0.395,0.5129496,250,5,True
496,breast_scan_china_289.jpeg,breast_scan_china_3565.jpeg,0.395,0.5064776,250,10,True
497,breast_scan_china_289.jpeg,breast_scan_china_3565.jpeg,0.395,0.50081414,250,25,True
498,breast_scan_china_289.jpeg,breast_scan_china_3565.jpeg,0.285,0.4957245,250,50,True
499,cbis_ddsm_2761.jpg,breast_scan_china_1771.jpeg,0.721,0.48992404,250,1,False
500,cbis_ddsm_248.jpg,breast_scan_china_2128.jpeg,0.452,0.49361604,250,1,True
501,cbis_ddsm_248.jpg,breast_scan_china_2128.jpeg,0.5,0.48555925,350,1,True
502,cbis_ddsm_248.jpg,breast_scan_china_2128.jpeg,0.5,0.5002971,250,5,True
503,cbis_ddsm_248.jpg,breast_scan_china_2128.jpeg,0.5,0.5000336,250,10,True
504,cbis_ddsm_248.jpg,breast_scan_china_2128.jpeg,0.5,0.50040585,250,25,True
505,cbis_ddsm_248.jpg,breast_scan_china_2128.jpeg,0.443,0.49693984,250,50,True
506,breast_scan_china_1209.jpeg,breast_scan_china_2717.jpeg,0.413,0.48495287,250,1,True
507,breast_scan_china_1209.jpeg,breast_scan_china_2717.jpeg,0.42,0.4822534,350,1,True
508,breast_scan_china_1209.jpeg,breast_scan_china_2717.jpeg,0.438,0.49430776,250,5,True
509,breast_scan_china_1209.jpeg,breast_scan_china_2717.jpeg,0.44,0.49966604,250,10,True
510,breast_scan_china_1209.jpeg,breast_scan_china_2717.jpeg,0.44,0.5043472,250,25,True
511,breast_scan_china_1209.jpeg,breast_scan_china_2717.jpeg,0.44,0.5080368,250,50,True
512,breast_scan_china_451.jpeg,cbis_ddsm_2663.jpg,0.429,0.46133626,250,1,True
513,breast_scan_china_451.jpeg,cbis_ddsm_2663.jpg,0.502,0.45107535,350,1,True
514,breast_scan_china_451.jpeg,cbis_ddsm_2663.jpg,0.412,0.46498898,250,5,True
515,breast_scan_china_451.jpeg,cbis_ddsm_2663.jpg,0.424,0.46893162,250,10,True
516,breast_scan_china_451.jpeg,cbis_ddsm_2663.jpg,0.425,0.47712517,250,25,True
517,breast_scan_china_451.jpeg,cbis_ddsm_2663.jpg,0.406,0.47902,250,50,True
518,cbis_ddsm_3237.jpg,cbis_ddsm_3086.jpg,0.799,0.4812756,250,1,False
519,cbis_ddsm_153.jpg,breast_scan_china_2855.jpeg,0.799,0.59571,250,1,True
520,cbis_ddsm_153.jpg,breast_scan_china_2855.jpeg,0.799,0.5000203,350,1,True
521,cbis_ddsm_153.jpg,breast_scan_china_2855.jpeg,0.799,0.63919944,250,5,True
522,cbis_ddsm_153.jpg,breast_scan_china_2855.jpeg,0.319,0.4591519,250,10,True
523,cbis_ddsm_153.jpg,breast_scan_china_2855.jpeg,0.528,0.47043344,250,25,True
524,cbis_ddsm_153.jpg,breast_scan_china_2855.jpeg,0.541,0.46162558,250,50,True
525,cbis_ddsm_925.jpg,breast_scan_china_2897.jpeg,0.518,0.47757837,250,1,True
526,cbis_ddsm_925.jpg,breast_scan_china_2897.jpeg,0.511,0.47466493,350,1,True
527,cbis_ddsm_925.jpg,breast_scan_china_2897.jpeg,0.51,0.45736733,250,5,True
528,cbis_ddsm_925.jpg,breast_scan_china_2897.jpeg,0.601,0.44376582,250,10,True
529,cbis_ddsm_925.jpg,breast_scan_china_2897.jpeg,0.601,0.5005727,250,25,True
530,cbis_ddsm_925.jpg,breast_scan_china_2897.jpeg,0.601,0.50911325,250,50,True
531,breast_scan_china_364.jpeg,breast_scan_china_2974.jpeg,0.587,0.4508206,250,1,True
532,breast_scan_china_364.jpeg,breast_scan_china_2974.jpeg,0.568,0.4491718,350,1,True
533,breast_scan_china_364.jpeg,breast_scan_china_2974.jpeg,0.491,0.44943696,250,5,True
534,breast_scan_china_364.jpeg,breast_scan_china_2974.jpeg,0.549,0.44651183,250,10,True
535,breast_scan_china_364.jpeg,breast_scan_china_2974.jpeg,0.633,0.45614982,250,25,True
536,breast_scan_china_364.jpeg,breast_scan_china_2974.jpeg,0.554,0.44512194,250,50,True
537,cbis_ddsm_1032.jpg,cbis_ddsm_1583.jpg,0.725,0.45779762,250,1,False
538,cbis_ddsm_2761.jpg,breast_scan_china_1637.jpeg,0.725,0.57983446,250,1,True
539,cbis_ddsm_2761.jpg,breast_scan_china_1637.jpeg,0.826,0.4335907,350,1,False
540,breast_scan_china_2400.jpeg,breast_scan_china_155.jpeg,0.401,0.46118203,250,1,True
541,breast_scan_china_2400.jpeg,breast_scan_china_155.jpeg,0.389,0.4771819,350,1,True
542,breast_scan_china_2400.jpeg,breast_scan_china_155.jpeg,0.41,0.44209725,250,5,True
543,breast_scan_china_2400.jpeg,breast_scan_china_155.jpeg,0.42,0.42973277,250,10,True
544,breast_scan_china_2400.jpeg,breast_scan_china_155.jpeg,0.428,0.41671067,250,25,True
545,breast_scan_china_2400.jpeg,breast_scan_china_155.jpeg,0.439,0.40912881,250,50,True
546,cbis_ddsm_753.jpg,breast_scan_china_2574.jpeg,0.439,0.5910301,250,1,True
547,cbis_ddsm_753.jpg,breast_scan_china_2574.jpeg,0.63,0.38996062,350,1,True
548,cbis_ddsm_753.jpg,breast_scan_china_2574.jpeg,0.63,0.5592652,250,5,True
549,cbis_ddsm_753.jpg,breast_scan_china_2574.jpeg,0.63,0.55263454,250,10,True
550,cbis_ddsm_753.jpg,breast_scan_china_2574.jpeg,0.63,0.54142314,250,25,True
551,cbis_ddsm_753.jpg,breast_scan_china_2574.jpeg,0.63,0.5387586,250,50,True
552,cbis_ddsm_2974.jpg,breast_scan_china_2974.jpeg,0.63,0.53273594,250,1,True
553,cbis_ddsm_2974.jpg,breast_scan_china_2974.jpeg,0.646,0.47592014,350,1,True
554,cbis_ddsm_2974.jpg,breast_scan_china_2974.jpeg,0.646,0.60764766,250,5,True
555,cbis_ddsm_2974.jpg,breast_scan_china_2974.jpeg,0.646,0.56685627,250,10,True
556,cbis_ddsm_2974.jpg,breast_scan_china_2974.jpeg,0.646,0.5300335,250,25,True
557,cbis_ddsm_2974.jpg,breast_scan_china_2974.jpeg,0.646,0.52491736,250,50,True
558,breast_scan_china_451.jpeg,cbis_ddsm_283.jpg,0.534,0.46808928,250,1,True
559,breast_scan_china_451.jpeg,cbis_ddsm_283.jpg,0.567,0.45659322,350,1,True
560,breast_scan_china_451.jpeg,cbis_ddsm_283.jpg,0.562,0.45653197,250,5,True
561,breast_scan_china_451.jpeg,cbis_ddsm_283.jpg,0.549,0.45267856,250,10,True
562,breast_scan_china_451.jpeg,cbis_ddsm_283.jpg,0.549,0.45305234,250,25,True
563,breast_scan_china_451.jpeg,cbis_ddsm_283.jpg,0.492,0.4701929,250,50,True
564,cbis_ddsm_1666.jpg,breast_scan_china_1913.jpeg,0.553,0.46197626,250,1,True
